Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 03.35.11, CET,ven 13 mar 2020, 03.35.13, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.06.44, CET,ven 13 mar 2020, 04.06.46, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.06.46, CET,ven 13 mar 2020, 04.06.49, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.06.49, CET,ven 13 mar 2020, 04.06.51, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.06.51, CET,ven 13 mar 2020, 04.06.54, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.06.54, CET,ven 13 mar 2020, 04.06.56, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.06.56, CET,ven 13 mar 2020, 04.06.58, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.06.58, CET,ven 13 mar 2020, 04.07.01, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.01, CET,ven 13 mar 2020, 04.07.03, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.03, CET,ven 13 mar 2020, 04.07.05, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.05, CET,ven 13 mar 2020, 04.07.08, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.08, CET,ven 13 mar 2020, 04.07.10, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.10, CET,ven 13 mar 2020, 04.07.12, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.12, CET,ven 13 mar 2020, 04.07.14, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.14, CET,ven 13 mar 2020, 04.07.17, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.17, CET,ven 13 mar 2020, 04.07.19, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.19, CET,ven 13 mar 2020, 04.07.22, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.22, CET,ven 13 mar 2020, 04.07.24, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.24, CET,ven 13 mar 2020, 04.07.26, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.26, CET,ven 13 mar 2020, 04.07.29, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.29, CET,ven 13 mar 2020, 04.07.31, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.31, CET,ven 13 mar 2020, 04.07.34, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.34, CET,ven 13 mar 2020, 04.07.36, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.36, CET,ven 13 mar 2020, 04.07.38, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.38, CET,ven 13 mar 2020, 04.07.41, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.41, CET,ven 13 mar 2020, 04.07.43, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.43, CET,ven 13 mar 2020, 04.07.45, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.45, CET,ven 13 mar 2020, 04.07.48, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.48, CET,ven 13 mar 2020, 04.07.50, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.50, CET,ven 13 mar 2020, 04.07.53, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.53, CET,ven 13 mar 2020, 04.07.55, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.55, CET,ven 13 mar 2020, 04.07.58, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.07.58, CET,ven 13 mar 2020, 04.08.00, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.00, CET,ven 13 mar 2020, 04.08.02, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.02, CET,ven 13 mar 2020, 04.08.04, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.04, CET,ven 13 mar 2020, 04.08.07, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.07, CET,ven 13 mar 2020, 04.08.09, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.09, CET,ven 13 mar 2020, 04.08.11, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.11, CET,ven 13 mar 2020, 04.08.14, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.14, CET,ven 13 mar 2020, 04.08.16, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.16, CET,ven 13 mar 2020, 04.08.18, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.18, CET,ven 13 mar 2020, 04.08.21, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.21, CET,ven 13 mar 2020, 04.08.23, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.23, CET,ven 13 mar 2020, 04.08.25, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.25, CET,ven 13 mar 2020, 04.08.28, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.28, CET,ven 13 mar 2020, 04.08.30, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.30, CET,ven 13 mar 2020, 04.08.32, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.32, CET,ven 13 mar 2020, 04.08.35, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.35, CET,ven 13 mar 2020, 04.08.37, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.37, CET,ven 13 mar 2020, 04.08.39, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.39, CET,ven 13 mar 2020, 04.08.42, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.42, CET,ven 13 mar 2020, 04.08.44, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.44, CET,ven 13 mar 2020, 04.08.46, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.46, CET,ven 13 mar 2020, 04.08.49, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.49, CET,ven 13 mar 2020, 04.08.51, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.51, CET,ven 13 mar 2020, 04.08.53, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.53, CET,ven 13 mar 2020, 04.08.56, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.56, CET,ven 13 mar 2020, 04.08.58, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.08.58, CET,ven 13 mar 2020, 04.09.00, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.00, CET,ven 13 mar 2020, 04.09.03, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.03, CET,ven 13 mar 2020, 04.09.05, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.05, CET,ven 13 mar 2020, 04.09.07, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.07, CET,ven 13 mar 2020, 04.09.10, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.10, CET,ven 13 mar 2020, 04.09.12, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.12, CET,ven 13 mar 2020, 04.09.15, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.15, CET,ven 13 mar 2020, 04.09.17, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.17, CET,ven 13 mar 2020, 04.09.19, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.19, CET,ven 13 mar 2020, 04.09.21, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.21, CET,ven 13 mar 2020, 04.09.24, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.24, CET,ven 13 mar 2020, 04.09.26, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.26, CET,ven 13 mar 2020, 04.09.28, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.28, CET,ven 13 mar 2020, 04.09.31, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.31, CET,ven 13 mar 2020, 04.09.33, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.33, CET,ven 13 mar 2020, 04.09.35, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.35, CET,ven 13 mar 2020, 04.09.38, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.38, CET,ven 13 mar 2020, 04.09.40, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.40, CET,ven 13 mar 2020, 04.09.42, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.42, CET,ven 13 mar 2020, 04.09.45, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.45, CET,ven 13 mar 2020, 04.09.47, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.47, CET,ven 13 mar 2020, 04.09.49, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.49, CET,ven 13 mar 2020, 04.09.52, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.52, CET,ven 13 mar 2020, 04.09.54, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.54, CET,ven 13 mar 2020, 04.09.56, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.56, CET,ven 13 mar 2020, 04.09.59, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.09.59, CET,ven 13 mar 2020, 04.10.01, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.10.01, CET,ven 13 mar 2020, 04.10.04, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.10.04, CET,ven 13 mar 2020, 04.10.06, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.10.06, CET,ven 13 mar 2020, 04.10.08, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.10.08, CET,ven 13 mar 2020, 04.10.11, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.10.11, CET,ven 13 mar 2020, 04.10.13, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.10.13, CET,ven 13 mar 2020, 04.10.15, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.10.15, CET,ven 13 mar 2020, 04.10.18, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.10.18, CET,ven 13 mar 2020, 04.10.20, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.10.20, CET,ven 13 mar 2020, 04.10.22, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.10.22, CET,ven 13 mar 2020, 04.10.25, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.10.25, CET,ven 13 mar 2020, 04.10.27, CET
Achilles,https://github.com/doanduyhai/Achilles.git, 91039b0f20971ecdc7fa82a242dd9bbdd2f15eed,./integration-test-2_1/, TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,test fail, ven 13 mar 2020, 04.10.27, CET,ven 13 mar 2020, 04.10.29, CET
